geohash,hour_temp,geohash_hour_demand_mean
16,8,0.1627802231775759
16,9,0.20992812812153147
16,10,0.19870622934427942
16,11,0.31282928847531466
16,12,0.2746480009800423
16,13,0.1992569503385181
16,14,0.10586277861963345
16,15,0.024475941421177535
17,0,0.013370042375964966
17,1,0.01396778960171795
17,2,0.1735323959683056
17,3,0.20267848421377999
17,4,0.2874499329406477
17,5,0.34665844219172387
17,6,0.29587710109194343
17,7,0.22983871548849888
17,8,0.20790368653630284
17,9,0.15550844589956037
17,10,0.19633505336218277
17,11,0.18208873955629634
17,12,0.1717118533140033
17,13,0.17818351210953334
17,14,0.02843039604634095
17,15,0.0536019613105092
18,0,0.0242511699666067
18,1,0.046571032706852235
18,2,0.015907701324943988
18,4,0.04282454587627566
18,5,0.04289707617133973
18,6,0.03078831822287113
18,7,0.0474497174988439
18,8,0.031879690141429766
18,9,0.0709527306540174
18,10,0.01723760857566305
18,11,0.0827954245174474
18,12,0.0507551917307462
18,13,0.0123686391387441
19,0,0.016791790545233366
19,1,0.04166533370323115
19,2,0.08869730694276169
19,3,0.0698331359075679
19,4,0.043924651212996234
19,5,0.042772356887981075
19,6,0.08608837593461047
19,7,0.085940114758238
19,8,0.06283612056642846
19,9,0.03407443164048216
19,10,0.11951105060327526
19,11,0.13585486434715205
19,12,0.0497563737320586
19,13,0.10193211184088168
19,14,0.0063376637462577
19,15,0.0276144011813223
20,0,0.0212831798880489
20,1,0.027483947317512483
20,2,0.09695696860067435
20,3,0.09747096391527181
20,4,0.2400823801393837
20,5,0.1575091952212588
20,6,0.18113800621493933
20,7,0.13047463181425314
20,8,0.10068769645006242
20,9,0.1616868458309796
20,10,0.13821766702350685
20,11,0.20704098315066463
20,12,0.17766409568065292
20,13,0.16277687232927018
20,14,0.03662262546262525
21,0,0.0483311937272224
21,1,0.028007560566180586
21,2,0.0876938485461351
21,3,0.10638876552731655
21,4,0.18203531523276337
21,5,0.12331663706268112
21,6,0.12480881227222522
21,7,0.1399643225315278
21,8,0.06722162764450268
21,9,0.0817492053527896
21,10,0.09624934503970703
21,11,0.10809571477013061
21,12,0.11584279629672078
21,13,0.124940803960991
21,14,0.0018672042961715
21,22,0.0043426056422175
22,0,0.0207462300111395
22,1,0.0091805620060048
22,2,0.05116542207314406
22,3,0.05605966790690167
22,4,0.017119661764182264
22,5,0.028848405595115104
22,6,0.01498510340938085
22,7,0.02476920465140395
22,8,0.0142641759795771
22,9,0.0227481433754078
22,10,0.0293297901011154
22,11,0.03356334622827122
22,12,0.02507210762514945
22,13,0.0270964700995848
23,0,0.03016804833397818
23,1,0.03026501219901755
23,2,0.1374831436985471
23,3,0.17860472734092958
23,4,0.14344182648484338
23,5,0.16382506448383768
23,6,0.1909300348437152
23,7,0.15096472663996785
23,8,0.11032846976144894
23,9,0.18549078166593022
23,10,0.22373922640949612
23,11,0.3410709543377586
23,12,0.22683261679797764
23,13,0.09735584946039692
23,14,0.073213639365228
23,15,0.0490667816531177
24,0,0.02553088754975895
24,1,0.03327185597328418
24,2,0.08504961453489958
24,3,0.10569830524214492
24,4,0.05009119417534795
24,5,0.053280534042327576
24,6,0.10597524984766893
24,7,0.07447170437974643
24,8,0.11588912949338037
24,9,0.04232412294600828
24,10,0.08183510491687518
24,11,0.11710728136682172
24,12,0.05783704187970892
24,13,0.05723926292099452
24,14,0.01143453425042985
25,0,0.1409982921809436
25,1,0.17444547216159534
25,2,0.15428934816356119
25,3,0.24840361961613744
25,4,0.3293384361791771
25,5,0.26103416586011263
25,6,0.35651467383244606
25,7,0.312809795210534
25,8,0.3471738421761931
25,9,0.23173676968367227
25,10,0.21955961875186228
25,11,0.29786714540919
25,12,0.3153247085029258
25,13,0.23844131591040585
25,14,0.16269081809542085
25,15,0.17522982657398808
25,16,0.12424503485111149
25,17,0.1159313965593328
25,18,0.055223435371847124
25,19,0.01249478779631125
25,23,0.04704906949856415
26,0,0.0195683636039958
26,1,0.010382652659417
26,2,0.0071796946577371
26,3,0.03647336360028943
26,4,0.061466343754246026
26,5,0.08519095103011873
26,6,0.040898146189883675
26,7,0.058097243879605874
26,8,0.015504445103866366
26,9,0.0160997079754797
26,10,0.0242425795852077
26,11,0.033728830339452426
26,12,0.0564869577810325
26,13,0.0377420172878855
26,14,0.0561872860397442
26,15,0.031012682067367348
27,0,0.028093639580039034
27,1,0.036331859895234075
27,2,0.027870946989155425
27,3,0.00319130682894905
27,4,0.09136784689545045
27,5,0.12112662127311433
27,6,0.21919346984387983
27,7,0.1303873017115972
27,8,0.1168110275924517
27,9,0.0675714076506739
27,10,0.084804275637852
27,11,0.04756915874408241
27,12,0.0104153892117517
28,0,0.07047600337632684
28,1,0.2228952970448322
28,2,0.3468312966606252
28,3,0.5431011793912142
28,4,0.777248647900616
28,5,0.6467753409823767
28,6,0.680916929837934
28,7,0.6191093365011924
28,8,0.6837653726731747
28,9,0.7057796715870698
28,10,0.7027833733473332
28,11,0.8313848534159658
28,12,0.8609386566083493
28,13,0.887004627154226
28,14,0.49811613397689836
28,15,0.238126028269366
28,17,0.009803881023622
28,18,0.0366490436849294
28,22,0.0197326552949603
28,23,0.0189677755266679
29,0,0.08120913882973327
29,1,0.09959737331252695
29,2,0.11221319626234175
29,3,0.3706706038972758
29,4,0.431759490891343
29,5,0.46409853868084683
29,6,0.4935446289768319
29,7,0.35602000593946315
29,8,0.3360632607798988
29,9,0.4319325868201977
29,10,0.5263448209122255
29,11,0.6214726070950713
29,12,0.6501184763929606
29,13,0.5418908039492903
29,14,0.31383072657209593
29,15,0.15992012779213532
29,16,0.1251320816276429
29,17,0.0247708781464045
29,22,0.03274371155848875
29,23,0.031257734891606694
30,0,0.08020244444323729
30,1,0.0951824416855329
30,2,0.16060187721279187
30,3,0.13906072290353294
30,4,0.21295721430617895
30,5,0.14936259550565967
30,6,0.16794568751179292
30,7,0.11287975148848166
30,8,0.14987362033309853
30,9,0.16426839150878253
30,10,0.1429143081497053
30,11,0.2054092312475972
30,12,0.20892360672076027
30,13,0.11227143714184185
30,14,0.08042357748654283
30,15,0.00314315094873955
30,23,0.0253509611128749
31,0,0.2125761070042173
31,1,0.3123439426571003
31,2,0.3904953494758263
31,3,0.38827541492579815
31,4,0.4656175865263947
31,5,0.37121722096764
31,6,0.45585602497696565
31,7,0.420390333803063
31,8,0.31722023426387025
31,9,0.3731835620069114
31,10,0.5410701408488923
31,11,0.5704516718959067
31,12,0.5536244262553442
31,13,0.4571969018676265
31,14,0.2749083524105278
31,15,0.22958611407365367
31,16,0.24088684972312713
31,17,0.11084469266955775
31,18,0.04484429811035514
31,19,0.0835012036548213
31,22,0.06904411251210053
31,23,0.11561803551996175
32,0,0.017809319000506037
32,1,0.025564554518969614
32,2,0.02080901699908172
32,3,0.0307744805887078
32,4,0.028491430803920748
32,5,0.04158721294317597
32,6,0.032220237804468276
32,7,0.04089702231870488
32,8,0.03776366946504647
32,9,0.0417330561237322
32,10,0.03213153118568057
32,11,0.021960985678897302
32,12,0.029918885254753724
32,13,0.0457886812079479
32,14,0.029761293335865073
32,15,0.011942464362582825
32,16,0.002351900246667
32,17,0.009250439272698
32,19,0.020925837692497
32,20,0.01254981963784935
32,21,0.016428487981855276
32,22,0.0139942475595796
32,23,0.030066664923715847
33,0,0.023987814017971086
33,1,0.02583309901188579
33,2,0.02339481152354232
33,3,0.0266879531624589
33,4,0.023910450334035202
33,5,0.0222484614295906
33,6,0.03480697578240685
33,7,0.024093007975141776
33,8,0.0378367568995904
33,9,0.0240681746423704
33,10,0.019348130654738175
33,11,0.03646622642910055
33,12,0.014991297129625
33,13,0.030716429820183824
33,14,0.030453779150111774
33,15,0.0086649211117612
33,16,0.0051597474109151
33,18,0.00250219318356605
33,19,0.0010965402764966
33,20,0.020650474771880666
33,21,0.01298583612436955
33,22,0.026375317091018972
33,23,0.015480581549791126
34,0,0.021273307062996513
34,1,0.0160189693315912
34,2,0.03669398266012984
34,3,0.0252307857864127
34,4,0.03565779069623975
34,5,0.050566374412302224
34,6,0.0338905562119907
34,7,0.0312443883549248
34,8,0.026664716718473626
34,9,0.021099355511771174
34,10,0.0387962029757176
34,11,0.024866904435793376
34,12,0.030221330523075976
34,13,0.0312042653497771
34,14,0.03248053799242065
34,15,0.016660822881318874
34,16,0.011112181413379267
34,17,0.0050213323960383
34,19,0.0106489175251654
34,20,0.0106169743567511
34,21,0.019966170221530674
34,22,0.027850570557585552
34,23,0.03447429136146325
35,0,0.012808825693449087
35,1,0.01190088173599965
35,2,0.011095691319059376
35,3,0.0328121243004986
35,4,0.018453202373193776
35,5,0.018112496557434528
35,6,0.048071016492579076
35,7,0.0311257962776726
35,8,0.0252011279164516
35,9,0.0176125877011187
35,10,0.0198200371012682
35,11,0.02006934335704455
35,12,0.028984044127124298
35,13,0.0419246700825505
35,14,0.027510060587633802
35,15,0.02382133331797005
35,16,0.01948882714288195
35,17,0.020896106869027598
35,18,0.0059702921811993
35,19,0.006297029394759567
35,20,0.0023611180254125
35,21,0.0237947418455749
35,22,0.01927022980833945
35,23,0.030195550771385474
36,0,0.021754760823177476
36,1,0.024492771128503336
36,2,0.036208264130302543
36,3,0.06038384380784523
36,4,0.04908016437535152
36,5,0.05288025572344645
36,6,0.0494202382477186
36,7,0.040126594006120876
36,8,0.020942196722934875
36,9,0.01864701592659105
36,10,0.03148149823090985
36,11,0.022049465018259475
36,12,0.0287836996591825
36,13,0.03043080178907625
36,14,0.013180845780183525
36,15,0.012168431787927368
36,16,0.006168580790995267
36,17,0.0002811403737428
36,20,0.0035921392821137
36,21,0.029398448833542524
36,22,0.053103270689131524
36,23,0.03948422897448482
37,0,0.018413750980789928
37,1,0.0160562596053415
37,2,0.02826780087591136
37,3,0.018069818218438574
37,4,0.02451314848845865
37,5,0.03921325648689762
37,6,0.0326718359938744
37,7,0.04137780121603805
37,8,0.0455538331660439
37,9,0.03763884215584307
37,10,0.033484747441882345
37,11,0.0393793557008378
37,12,0.014790467796025967
37,13,0.04636062981489612
37,14,0.026138272676093824
37,15,0.024951943486910974
37,16,0.015576937564914467
37,17,0.0120299066749909
37,18,0.003079756518187
37,20,0.00656896551869365
37,21,0.0116540273201928
37,22,0.036442667823491245
37,23,0.038199327728952
38,0,0.01639218764895886
38,1,0.011628881521858528
38,2,0.017269955708940337
38,3,0.0238230043512985
38,4,0.017752157814322024
38,5,0.01978828654224905
38,6,0.010739208463021526
38,7,0.008668357417399526
38,8,0.0141425145468138
38,9,0.013941554259512165
38,10,0.01760197966608755
38,11,0.012199603541282
38,12,0.026277189291146776
38,13,0.04019164532447338
38,14,0.022989584351266898
38,15,0.014461850213699948
38,16,0.00996539641708075
38,17,0.0146254246337494
38,19,0.0036518137029376
38,20,0.009300583511554134
38,21,0.013272612599977167
38,22,0.016467511374678633
38,23,0.017658549550391374
39,0,0.012401539068508525
39,1,0.006699838624004725
39,2,0.0082314749456961
39,3,0.014022542948834475
39,4,0.01378292017541835
39,5,0.00893367125920565
39,6,0.011434061018863474
39,7,0.0191244941177806
39,8,0.010410719640784
39,9,0.0088201675105559
39,10,0.0134561004284866
39,11,0.0022382902045024002
39,12,0.011987802588584348
39,13,0.009321768851991576
39,14,0.0014177422349049
39,15,0.0200531440730204
39,16,0.0019796363488589
39,19,0.0105693996670975
39,21,0.00714768619654
39,22,0.01483427747197905
39,23,0.0042236598134139
40,0,0.04056600469159646
40,1,0.0370790264773852
40,2,0.0285424235822276
40,3,0.05022841938031423
40,4,0.050750741413397124
40,5,0.06834315043591453
40,6,0.08331613771218502
40,7,0.11150612004517697
40,8,0.11533694128442802
40,9,0.11536265238311663
40,10,0.10053872714588212
40,11,0.11040002570506366
40,12,0.09715248827391193
40,13,0.07658204181878167
40,14,0.05125567740465922
40,15,0.01792847968634575
40,16,0.005487843660492825
40,17,0.0013678733646218
40,18,0.002870257110668567
40,19,0.004113674604136999
40,20,0.01001875980847765
40,21,0.040606460104856024
40,22,0.07808373582458272
40,23,0.08058796629597363
41,0,0.0164103848478066
41,1,0.0185497515455571
41,2,0.025953441702645342
41,3,0.011700834193802766
41,4,0.01976664472980745
41,5,0.01688482481974585
41,6,0.0134013702993727
41,7,0.0290793309597631
41,8,0.03492629812551337
41,9,0.016520041367818948
41,10,0.011696362609632974
41,11,0.014761251287761476
41,12,0.010332395334100733
41,13,0.019618980661478675
41,14,0.02258006968740853
41,15,0.006389944519876133
41,16,0.0080388450256944
41,17,0.0068073479229097
41,20,0.0078792633815862
41,21,0.020020509723410625
41,22,0.0331670012356811
41,23,0.03741888898474183
42,0,0.012918954891173501
42,1,0.015039650309515476
42,2,0.02182051818119502
42,3,0.016429987579190626
42,4,0.02945113493099755
42,5,0.024751437010470223
42,6,0.017026722809590226
42,7,0.016203329116324574
42,8,0.014964660860719976
42,9,0.029091163370263247
42,10,0.020039933388798226
42,11,0.030778780820718527
42,12,0.016827141678817926
42,13,0.024056818471461523
42,14,0.014487444009682666
42,15,0.013797066277679576
42,16,0.0038612736840633495
42,17,0.0004789978397912
42,19,0.02538807353665045
42,20,0.0077060533208067
42,21,0.0129246041071958
42,22,0.015433208555820876
42,23,0.02359768647404605
43,0,0.009806410835203101
43,1,0.02086107450877075
43,2,0.03463531248672426
43,3,0.029751415683603403
43,4,0.012315487563327576
43,5,0.0291885908204989
43,6,0.019791636646321
43,7,0.03924624307983883
43,8,0.0433672772947902
43,9,0.016189899393950574
43,10,0.011015127906805025
43,11,0.02195733940922585
43,12,0.022661664010587026
43,13,0.02582223399960375
43,14,0.019977484888057173
43,15,0.0155079472906364
43,16,0.0015639716162412002
43,17,0.0011564784960405
43,19,0.00178211694222295
43,20,0.021273202059579333
43,21,0.013929987422582776
43,22,0.02918288795716405
43,23,0.021127978492822375
44,0,0.048863900458860535
44,1,0.04875488495188709
44,2,0.04607300604130624
44,3,0.06136537005526485
44,4,0.0782042975169908
44,5,0.12699659003387384
44,6,0.07718358628169653
44,7,0.0838489060740424
44,8,0.08032153723706277
44,9,0.08018225328873803
44,10,0.0873195124286431
44,11,0.09793083105526434
44,12,0.08480167969252497
44,13,0.08820692564833002
44,14,0.06743728338372865
44,15,0.025809485809713074
44,16,0.02114601647689565
44,17,0.01728044059883903
44,18,0.003785843968709
44,19,0.00363296591150285
44,20,0.010472353132853801
44,21,0.04861638604594533
44,22,0.11407207564442498
44,23,0.1287761990261369
45,0,0.022324829794669297
45,1,0.03153070562007686
45,2,0.025219156978382264
45,3,0.03826034719520715
45,4,0.07669254840770495
45,5,0.04632886704668138
45,6,0.028670201368507
45,7,0.04104116226703253
45,8,0.03165727907188017
45,9,0.029042986554137548
45,10,0.042664941083460826
45,11,0.021639197288699626
45,12,0.022432113566702674
45,13,0.0307670514493562
45,14,0.0248299806614984
45,15,0.009230625486847367
45,16,0.00441682125465905
45,20,0.0053049731829306005
45,21,0.01600476309924617
45,22,0.026692557323145325
45,23,0.0299883427402315
46,0,0.008953538171751759
46,1,0.012120020537638275
46,2,0.01274226325857628
46,3,0.020676096071902874
46,4,0.012103190471724099
46,5,0.03151402290721285
46,6,0.03070916305707255
46,7,0.017835365654362268
46,8,0.01498196745011045
46,9,0.010359248980328932
46,10,0.013861781066172075
46,11,0.006986865636644175
46,12,0.012412566771214873
46,13,0.018899012016614876
46,14,0.014357862830174534
46,15,0.0018840788099587
46,16,0.0029920631275432
46,18,0.0041957138306615
46,20,0.0005231833058816
46,21,0.010292066587247075
46,22,0.003959750959562333
46,23,0.0063768167341402
47,0,0.04781017955258504
47,1,0.03310803886374651
47,2,0.01777667222880272
47,3,0.024000242475387124
47,4,0.025434385794344698
47,5,0.055925861419443904
47,6,0.033479084332427474
47,7,0.02974091228442825
47,8,0.01674113456099085
47,9,0.0301288116712402
47,10,0.038770208832182504
47,11,0.052884841766706825
47,12,0.0439931580607702
47,13,0.0653252326026818
47,14,0.03071940074499295
47,15,0.019644800030347798
47,16,0.0153132343326611
47,17,0.008505255096422502
47,18,0.0020176406031438667
47,19,0.00186769633517045
47,20,0.013226536066441334
47,21,0.02402927496697465
47,22,0.03881343806055658
47,23,0.05479967218153552
48,0,0.018872357659589535
48,1,0.028633796093648498
48,2,0.03764894395690434
48,3,0.03878643636832628
48,4,0.04408185133301655
48,5,0.046801935900729855
48,6,0.0417853933927922
48,7,0.045472569737161225
48,8,0.02945896513775615
48,9,0.036442041067779
48,10,0.0432621627311591
48,11,0.0555114056504009
48,12,0.04768437565808442
48,13,0.05003081805071035
48,14,0.035450858232072044
48,15,0.03126854054578108
48,16,0.0177650447915263
48,17,0.005060428224189833
48,18,0.007975154330296967
48,20,0.0029937128116964665
48,21,0.019758005299285376
48,22,0.01142550744952015
48,23,0.012073001699968725
49,0,0.08722044799526472
49,1,0.08991685824917717
49,2,0.08347683037640886
49,3,0.12849077105091966
49,4,0.15752893990503022
49,5,0.3006126336869874
49,6,0.30022776608327834
49,7,0.39413852362754265
49,8,0.3687159368800135
49,9,0.38111138380549353
49,10,0.40126632362394177
49,11,0.48821828980350274
49,12,0.44620469565328497
49,13,0.5421447375454773
49,14,0.23216547943265922
49,15,0.08083655451566646
49,16,0.05943572006487467
49,17,0.024562171443772998
49,18,0.02219330715151875
49,19,0.017370948588025275
49,20,0.047686333532749176
49,21,0.07751908787010728
49,22,0.11671796558433381
49,23,0.1257071781047362
50,0,0.017803481615221165
50,1,0.014207006611558614
50,2,0.011858768767019624
50,3,0.00638031130294915
50,4,0.00422326970460115
50,5,0.0136890780141944
50,6,0.0196786069022955
50,7,0.02989624459502435
50,8,0.016554209261276275
50,9,0.017088822948494148
50,10,0.013221369019337724
50,11,0.0269574349580642
50,12,0.0037450159179241
50,13,0.012165588965678025
50,14,0.017384877345721177
50,16,0.0008150739863712
50,20,0.023372720534356198
50,21,0.0154037065541226
50,22,0.012656291769357574
50,23,0.021963724156629776
51,0,0.00409241588032695
51,1,0.012017758285739475
51,2,0.007598942877681432
51,3,0.010637720045791067
51,4,0.007265357717447575
51,5,0.003694282288681
51,6,0.017077967524449133
51,7,0.010100468714541976
51,8,0.012651038675222633
51,9,0.0069535297839484
51,10,0.006053503300558767
51,11,0.0019114634346622998
51,12,0.00543202294290035
51,14,0.00504670228504765
51,20,0.0005905478170959
51,21,0.007673893925705667
51,22,0.010581903182606552
51,23,0.0062933454085354
52,0,0.015743563523637785
52,1,0.01769547928879306
52,2,0.01753796154681405
52,3,0.02312277676780955
52,4,0.011144712386889424
52,5,0.0206352555306555
52,6,0.020391273326241976
52,7,0.010913981904898666
52,8,0.0049388091538153335
52,9,0.00618717312628185
52,10,0.0080086805006608
52,11,0.013386946332343575
52,12,0.0016206904773182
52,13,0.00523374532768755
52,14,0.016950635179670673
52,15,0.011799532482232167
52,16,0.0038173317771316
52,21,0.004333049111182267
52,22,0.012522010603734824
52,23,0.009148967784638324
53,0,0.013025677653314652
53,1,0.0036620384719749004
53,2,0.0109044152450828
53,3,0.00723606837621115
53,4,0.004492439380316967
53,5,0.021707716870739826
53,6,0.008685645934989399
53,7,0.010397468463037376
53,8,0.019246524273217276
53,9,0.01832576035618945
53,10,0.012510016238493266
53,11,0.01305552057338165
53,12,0.010508947958757434
53,13,0.007590337992677967
53,14,0.0059799577296242
53,15,0.0037863763174557
53,16,0.0014484596656073
53,17,0.0002898018311378
53,20,0.0070271720513688
53,21,0.014574438969368298
53,22,0.0018328875985772
53,23,0.002563934177175467
54,0,0.01692990619842171
54,1,0.018126428172038345
54,2,0.015497092340651239
54,3,0.02867692055248545
54,4,0.02101541698993485
54,5,0.04430345949903322
54,6,0.01777430039153405
54,7,0.016162284298289174
54,8,0.020848395352200066
54,9,0.01605574410837415
54,10,0.017946644420116377
54,11,0.017352694756188475
54,12,0.02172187722441475
54,13,0.02373280750213915
54,14,0.013846620829856375
54,15,0.012122637941084466
54,16,0.005060505365692639
54,17,0.0025755126308282
54,20,0.009759672169752933
54,21,0.018502823372837034
54,22,0.030055960796664602
54,23,0.020080495352997874
55,0,0.02580603078082131
55,1,0.03692916662021652
55,2,0.03959353662329436
55,3,0.029242498180581975
55,4,0.033344288587486254
55,5,0.06025155447784618
55,6,0.0473403650283803
55,7,0.05050242168546985
55,8,0.050290882852274975
55,9,0.04691095235689895
55,10,0.04290059652088572
55,11,0.03215869500408977
55,12,0.041031382033371026
55,13,0.03254570599215448
55,14,0.033366091051820854
55,15,0.0320381180689112
55,16,0.015290814960631399
55,17,0.0058462648859434994
55,18,0.0046991151270352
55,19,0.0025905773954414996
55,20,0.017885362446810577
55,21,0.023357442758134277
55,22,0.02470597084266055
55,23,0.047437940453683776
56,0,0.040968591855375935
56,1,0.04210877318870319
56,2,0.0502499852462735
56,3,0.020727416734559023
56,4,0.0298471301570144
56,5,0.045762993160898324
56,6,0.0419773373198554
56,7,0.054004602355086126
56,8,0.03373049256291327
56,9,0.06480421070642217
56,10,0.06518867995638415
56,11,0.11143654926704741
56,12,0.055005287907256825
56,13,0.06923680119319238
56,14,0.04672512475482962
56,15,0.030621165303167577
56,16,0.009032436658156166
56,17,0.0048014623355287335
56,18,0.0067579948020823994
56,19,0.0082459708953683
56,20,0.01986945129616545
56,21,0.05315608282584443
56,22,0.06013949069773357
56,23,0.07477185311463848
57,0,0.050992856113144136
57,1,0.04231090503927926
57,2,0.049417043153834786
57,3,0.058630187821070226
57,4,0.0475377337236118
57,5,0.06633357586213375
57,6,0.045143144007699754
57,7,0.03971060979551337
57,8,0.05994446687287585
57,9,0.08018952898703705
57,10,0.05013279915557722
57,11,0.0534915767000674
57,12,0.027246049218433325
57,13,0.027295551174203875
57,14,0.031874572397519146
57,15,0.007678377749116834
57,16,0.00737453404434155
57,17,0.0071030019419159665
57,18,0.00201884166214505
57,19,0.0025139360306444
57,20,0.02203617683613635
57,21,0.07042592060079955
57,22,0.06319791661173803
57,23,0.08638363696086204
58,0,0.04230874241720872
58,1,0.043756072181341914
58,2,0.02671300883204696
58,3,0.03051729610131825
58,4,0.03457245449697735
58,5,0.0693431398072569
58,6,0.04341971574712852
58,7,0.05198791242333238
58,8,0.041406723065601524
58,9,0.05651486734777855
58,10,0.05209813311441515
58,11,0.0475814162481389
58,12,0.041925491489853174
58,13,0.037429351770368324
58,14,0.023046626350102174
58,15,0.0012101242420402667
58,16,0.008496960197281933
58,19,0.0121197947405942
58,20,0.024611308015102577
58,21,0.0670094907247181
58,22,0.0928910815624045
58,23,0.06328990188469033
59,0,0.01062503296246735
59,1,0.0020024171453210497
59,2,0.0031496224681298503
59,4,0.0015509507932728
59,6,0.0007373432174342
59,8,0.006005394049167299
59,9,0.011125756274517
59,11,0.0085399799655703
59,12,0.0025460283844799
59,13,0.0126636125339254
59,21,0.0025394899534186
59,22,0.0032201552621460997
59,23,0.0045898158243282
60,0,0.06772778283194826
60,1,0.07011820673299402
60,2,0.07174060387603934
60,3,0.0749621426292849
60,4,0.06281844698131356
60,5,0.08804224527037743
60,6,0.08645198043057664
60,7,0.07615414038965965
60,8,0.06330083251101587
60,9,0.07181176751237944
60,10,0.06506640676135397
60,11,0.05539103085519523
60,12,0.04541744312544055
60,13,0.05092518870624008
60,14,0.0412828367489102
